time_s,E_uM,S_uM,ES_uM,P_uM,P_reduced_uM
0.0,1.0,100.0,0.0,0.0,0.0
0.1,0.9062704734046015,99.90531273314595,0.09372952659539809,0.0009577402590586898,0.015384342266628437
0.2,0.8240356462705792,99.8203630512854,0.17596435372942024,0.00367259498749683,0.030768138223976393
0.30000000000000004,0.7518750740165102,99.74394588178876,0.24812492598348937,0.007929192234391369,0.04615138776213712
0.4,0.6885462804897097,99.67500753245446,0.31145371951028994,0.013538748042072378,0.06153409077113281
0.5,0.6329619212472959,99.61262617971325,0.3670380787527039,0.020335741540866453,0.07691624714101408
0.6000000000000001,0.5841699928000262,99.55599497821011,0.41583000719997343,0.028175014596736755,0.09229785676173208
0.7000000000000001,0.5413366627308863,99.50440742193778,0.4586633372691133,0.036929240799924996,0.10767891952326636
0.8,0.5037313499602534,99.45724463525472,0.4962686500397463,0.0464867147123694,0.12305943531553964
0.9,0.4707137446706748,99.4139643250337,0.529286255329325,0.056749419643814414,0.13843940402844623
1.0,0.4417225032064727,99.37409116534533,0.5582774967935269,0.06763133786798024,0.1538188255518662
1.1,0.41626539222129744,99.33720842012656,0.5837346077787022,0.07905697210159303,0.16919769977565124
1.2000000000000002,0.3939106888745279,99.30295063763432,0.6060893111254717,0.09096005124705567,0.18457602658962458
1.3,0.37427967118983024,99.27099727422774,0.6257203288101695,0.10328239696892955,0.1999538058835526
1.4000000000000001,0.3570400564337595,99.2410671256013,0.6429599435662403,0.11597293083930786,0.21533103754720173
1.5,0.3419002620971153,99.21291345810268,0.6580997379028843,0.1289868040013032,0.23070772147030993
1.6,0.32860438794916946,99.18631975329912,0.6713956120508302,0.14228463465690386,0.24608385754258677
1.7000000000000002,0.31692782284609433,99.16109598354375,0.6830721771539051,0.15583183930919414,0.2614594456535997
1.8,0.3066733979868604,99.13707535173019,0.6933266020131391,0.16959804626353228,0.27683448569291613
1.9000000000000001,0.2976680176986612,99.114111436491,0.7023319823013383,0.18355658121449653,0.292208977550132
2.0,0.28975970736661094,99.09207569141469,0.7102402926333886,0.1976840159587479,0.3075829211148715
2.1,0.282815026031504,99.07085525362372,0.7171849739684955,0.2119597724146362,0.3229563162767022
2.2,0.276716798080377,99.05035102295618,0.7232832019196223,0.22636577513104916,0.33832916292517723
2.3000000000000003,0.27136212418844985,99.03047597789076,0.7286378758115494,0.24088614630454838,0.35370146094982147
2.4000000000000004,0.2666606368074735,99.01115369873446,0.7333393631925256,0.2555069380798906,0.3690732102401171
2.5,0.2625329698502352,98.9923170723056,0.7374670301497639,0.2702158975515276,0.3844444106855178
2.6,0.25890941605640805,98.97390715561005,0.7410905839435912,0.28500226045325994,0.39981506217547746
2.7,0.2557287488581166,98.95587217884494,0.7442712511418826,0.2998565700200754,0.4151851645993929
2.8000000000000003,0.2529371884401457,98.93816667051043,0.7470628115598535,0.3147705179366103,0.4305547178466327
2.9000000000000004,0.25048749428173145,98.92075068961263,0.7495125057182678,0.3297368046760039,0.44592372180655104
3.0,0.24833816858731048,98.9035891517422,0.7516618314126888,0.34474901685202347,0.46129217636844544
3.1,0.24645275700960573,98.88665123750764,0.7535472429903934,0.3598015195088745,0.4766600814216275
3.2,0.2447992347301221,98.86990987321246,0.755200765269877,0.37488936152457064,0.4920274368553379
3.3000000000000003,0.24334946743680097,98.85334127491629,0.7566505325631983,0.39000819252741437,0.5073942425588314
3.4000000000000004,0.24207873807333916,98.83692454815218,0.75792126192666,0.4051541899280521,0.5227604984212775
3.5,0.24096533138594373,98.82064133654802,0.7590346686140553,0.42032399484483657,0.5381262043318742
3.6,0.2399901681491346,98.80447551247944,0.7600098318508643,0.4355146556766159,0.5534913601797484
3.7,0.23913648555715603,98.78841290677948,0.7608635144428431,0.45072357878460195,0.5688559658540271
3.8000000000000003,0.23838955564698314,98.77244107062057,0.761610444353016,0.4659484850333572,0.5842200212437803
3.9000000000000004,0.237736437632136,98.75654906608175,0.762263562367863,0.48118737155734403,0.5995835262380922
4.0,0.237165761050189,98.74072728277993,0.7628342389498101,0.49643847827720566,0.6149464807259477
4.1000000000000005,0.2366675349293658,98.72496727650818,0.7633324650706332,0.5117002584281245,0.6303088845963885
4.2,0.23623298025709133,98.70926162758208,0.7637670197429077,0.5269713526819466,0.6456707377383566
4.3,0.2358543828352991,98.69360381642785,0.7641456171647,0.5422505664143757,0.6610320400408085
4.4,0.23552496398739392,98.67798811426759,0.7644750360126052,0.5575368497267438,0.6763927913926437
4.5,0.23523876701078042,98.66240948711986,0.7647612329892187,0.5728292798978671,0.6917529916827618
4.6000000000000005,0.23499055740732544,98.64686351145144,0.7650094425926738,0.5881270459628276,0.7071126407999913
4.7,0.23477573524085008,98.6313463000837,0.7652242647591492,0.6034294351641003,0.7224717386331747
4.800000000000001,0.23459025814333775,98.61585443710321,0.7654097418566614,0.6187358210470959,0.7378302850711123
4.9,0.2344305736699539,98.60038492067723,0.7655694263300453,0.6340456529997083,0.7531882800025613
5.0,0.2342935598699636,98.58493511281593,0.7657064401300355,0.6493584470610184,0.7685457233162651
5.1000000000000005,0.23417647307305045,98.56950269523523,0.7658235269269487,0.6646737778448127,0.7839026149009385
5.2,0.23407690201428985,98.55408563057867,0.7659230979857091,0.6799912714426075,0.7992589546452393
5.300000000000001,0.23399272752825423,98.53868212834783,0.7660072724717448,0.6953105991873918,0.814614742437854
5.4,0.23392208716590024,98.52329061499455,0.7660779128340987,0.7106314721783101,0.8299699781673695
5.5,0.23386334410881943,98.50790970764608,0.7661366558911794,0.7259536364697037,0.8453246617224011
5.6000000000000005,0.23381505957585472,98.49253819078268,0.7661849404241442,0.7412768688001504,0.8606787929915072
5.7,0.23377596896208347,98.47717499607039,0.7662240310379154,0.7566009728986702,0.8760323718632179
5.800000000000001,0.2337449608614136,98.46181918463152,0.7662550391385854,0.7719257762368733,0.8913853982260491
5.9,0.23372105849863828,98.44646993135171,0.7662789415013607,0.7872511271538922,0.9067378719684882
6.0,0.23370340326754743,98.43112651096742,0.7662965967324517,0.8025768923071034,0.9220897929789516
6.1000000000000005,0.2336912404507646,98.41578828599738,0.7663087595492345,0.8179029544603619,0.9374411611458981
6.2,0.23368390667413072,98.40045469614044,0.7663160933258685,0.8332292105406712,0.9527919763576875
6.300000000000001,0.23368081884766045,98.3851252489297,0.7663191811523387,0.8485555699249422,0.9681422385027076
6.4,0.23368146442875895,98.36979951150433,0.7663185355712402,0.8638819529313967,0.9834919474692754
6.5,0.23368539286296164,98.35447710337668,0.7663146071370375,0.8792082894932457,0.9988411031456934
6.6000000000000005,0.233692208098339,98.3391576901067,0.7663077919016602,0.8945345179985993,1.014189705420236
6.7,0.23370156198663622,98.32384097772591,0.766298438013363,0.9098605842676843,1.0295377541811632
6.800000000000001,0.23371314849273825,98.30852670784446,0.7662868515072611,0.9251864406552359,1.0448852493166925
6.9,0.23372669857091924,98.29321465332171,0.7662733014290801,0.9405120452561536,1.0602321907149985
7.0,0.23374197571008848,98.27790461450225,0.7662580242899109,0.9558373612147871,1.075578578264242
7.1000000000000005,0.233758771992296,98.26259641588551,0.7662412280077033,0.9711623561137349,1.0909244118525692
7.2,0.233776904638307,98.24728990320715,0.7662230953616923,0.9864870014381049,1.1062696913680696
7.300000000000001,0.23379621295176242,98.23198494085717,0.7662037870482369,1.001811272101538,1.1216144166988187
7.4,0.23381655568862614,98.21668140965743,0.7661834443113733,1.0171351460381388,1.136958587732849
7.5,0.2338378086746491,98.20137920484872,0.7661621913253502,1.0324586038328492,1.1523022043581932
7.6000000000000005,0.2338598626970156,98.18607823430965,0.7661401373029838,1.0477816283942976,1.1676452664628414
7.7,0.2338826217096591,98.17077841704022,0.7661173782903403,1.063104204676376,1.1829877739347268
7.800000000000001,0.2339060012760067,98.1554796818465,0.7660939987239928,1.0784263194364383,1.1983297266617967
7.9,0.23392992716454175,98.14018196615413,0.7660700728354576,1.0937479610173448,1.2136711245319418
8.0,0.2339543341657835,98.1248852150089,0.7660456658342158,1.1090691191638116,1.2290119674330384
8.1,0.2339791649373715,98.10958938010113,0.7660208350626277,1.1243897848431665,1.2443522552529203
8.200000000000001,0.23400436903997027,98.09429441895126,0.765995630960029,1.1397099500956338,1.2596919878794068
8.3,0.23402990211512784,98.07900029421542,0.7659700978848714,1.1550296079066373,1.275031165200275
8.4,0.23405572516171794,98.06370697307422,0.7659442748382813,1.1703487520944178,1.2903697871032875
8.5,0.2340818038871993,98.04841442668487,0.7659181961128,1.1856673772092665,1.3057078534761644
8.6,0.2341081081445796,98.03312262970545,0.7658918918554197,1.2009854784460705,1.3210453642065971
8.700000000000001,0.23413461142685527,98.01783155986801,0.7658653885731441,1.21630305156578,1.3363823191822775
8.8,0.23416129042106146,98.0025411976019,0.7658387095789378,1.2316200928261065,1.3517187182908117
8.9,0.2341881246255696,97.98725152571046,0.7658118753744297,1.2469365989220467,1.3670545614198346
9.0,0.23421509601303575,97.97196252908648,0.7657849039869635,1.262252566933493,1.38238984845691
9.1,0.23424218873179142,97.95667419445992,0.7657578112682079,1.2775679942788214,1.3977245792896014
9.200000000000001,0.23426938884018328,97.94138651017353,0.765730611159816,1.292882878673596,1.4130587538054158
9.3,0.23429668408080598,97.92609946599228,0.7657033159191933,1.3081972180954702,1.4283923718918743
9.4,0.23432406368039302,97.91081305293429,0.7656759363196063,1.3235110107530672,1.443725433436427
9.5,0.23435151817912356,97.89552726312665,0.7656484818208757,1.3388242550594294,1.4590579383264952
9.600000000000001,0.23437903922907422,97.88024208963535,0.7656209607709251,1.3541369496006868,1.474389886449515
9.700000000000001,0.23440661950160455,97.86495752638692,0.7655933804983949,1.3694490931216405,1.4897212776928512
9.8,0.23443425253015182,97.8496735680358,0.7655657474698475,1.384760684501317,1.5050521119438542
9.9,0.23446193260724796,97.83439020987727,0.7655380673927514,1.4000717227369406,1.5203823890898462
10.0,0.23448965477973052,97.81910744784352,0.7655103452202687,1.415382206943167,1.5357121090181067
10.100000000000001,0.23451741461261877,97.8038252783042,0.7654825853873806,1.4306921363153746,1.5510412716159152
10.200000000000001,0.23454520829049133,97.78854369815205,0.765454791709508,1.4460015101453998,1.5663698767704943
10.3,0.23457303241012634,97.7732627046278,0.765426967589873,1.4613103277892932,1.5816979243690525
10.4,0.23460088401026605,97.75798229534529,0.7653991159897333,1.4766185886719396,1.5970254142987699
10.5,0.23462876046134917,97.7427024681984,0.7653712395386503,1.491926292269898,1.612352346446798
10.600000000000001,0.23465665945998324,97.72742322135639,0.7653433405400162,1.507233438110538,1.6276787207002315
10.700000000000001,0.23468457897133457,97.71214455321521,0.7653154210286649,1.5225400257630666,1.6430045369461794
10.8,0.23471251720178601,97.69686646237446,0.7652874827982135,1.537846054834271,1.6583297950717082
10.9,0.2347404725899533,97.68158894762979,0.7652595274100462,1.5531515249671124,1.6736544949638272
11.0,0.23476844374237216,97.6663120079186,0.7652315562576274,1.5684564358307156,1.6889786365095603
11.100000000000001,0.23479642945520038,97.6510356423384,0.7652035705447991,1.5837607871237427,1.70430221959586
11.200000000000001,0.2348244286555621,97.63575985009724,0.7651755713444375,1.5990645785652577,1.7196252441096789
11.3,0.2348524404099902,97.62048463052089,0.7651475595900094,1.6143678098960423,1.7349477099379413
11.4,0.23488046389720466,97.60520998302981,0.7651195361027949,1.6296704808743523,1.750269616967529
11.5,0.23490849840239938,97.58993590713432,0.7650915015976002,1.6449725912750268,1.7655909650852948
11.600000000000001,0.23493654325891627,97.57466240238546,0.7650634567410833,1.6602741408804056,1.780911754178078
11.700000000000001,0.23496459794087296,97.55938946845309,0.7650354020591266,1.6755751294947379,1.7962319841326604
