time_ms,rA1,rA2,rAMYG,rCCA,rCCP,rCCR,rCCS,rFEF,rG,rHC,rIA,rIP,rM1,rPCI,rPCIP,rPCM,rPCS,rPFCCL,rPFCDL,rPFCDM,rPFCM,rPFCORB,rPFCPOL,rPFCVL,rPHC,rPMCDL,rPMCM,rPMCVL,rS1,rS2,rTCC,rTCI,rTCPOL,rTCS,rTCV,rV1,rV2,rCC,lA1,lA2,lAMYG,lCCA,lCCP,lCCR,lCCS,lFEF,lG,lHC,lIA,lIP,lM1,lPCI,lPCIP,lPCM,lPCS,lPFCCL,lPFCDL,lPFCDM,lPFCM,lPFCORB,lPFCPOL,lPFCVL,lPHC,lPMCDL,lPMCM,lPMCVL,lS1,lS2,lTCC,lTCI,lTCPOL,lTCS,lTCV,lV1,lV2,lCC
0.5,0.2739054806426751,-0.05902588886533296,0.36289244045065666,0.20170868936090383,-0.3975556613021622,0.48074179613439244,0.26664438056901707,0.2847981110557144,-0.3715403145226776,-0.05380561337412454,-0.12595070158556732,0.4314021309493822,0.1408379306562682,0.3257873283471399,-0.06006587895112854,-0.26763974656261835,0.05420584803277332,-0.429934192388309,0.3285479320900625,0.13369867702640384,0.25855734057117186,-0.14893585521090708,0.47252676340172683,0.40259067970846135,0.2851881023918645,-0.29948747105192813,-0.03561147802012587,-0.4429687277820036,-0.3379839260159514,0.1864909232173963,0.24600955523114126,0.47096903064407786,-0.17719259438919965,-0.12433648979800438,-0.030699548784841317,-0.30988475381107133,-0.36674293373750666,-0.02323964510571536,-0.273569675367209,0.1746631851388129,-0.059699172197745086,0.33829029453478227,0.20075571518076588,-0.18472859433460567,0.3363598353336069,0.30911384426077426,-0.11636443377910696,-0.21070191450978495,0.1785046241170728,-0.35518252310596,-0.29832064785699486,-0.48681594559047053,0.28495821978900626,0.16668776068843444,0.202842929136739,0.2877416108121923,-0.03996166980599502,0.06732143548577255,-0.3540980548103733,-0.38471589186059496,0.17435657885027525,-0.028893738944341347,0.06856663856380019,0.2624761816340443,0.1351950738215292,0.05368140590212037,0.06422139334904506,-0.193637865280321,-0.46076187493524207,-0.06549429823800831,-0.28396445431109074,-0.09074153319132129,0.35628232147619315,-0.26836287028930245,-0.43050943438954326,-0.21234047849687468
1.5,0.27366316628892573,-0.05456977061038124,0.3704223877870271,0.2096343762150333,-0.38155126190937183,0.4895734409179752,0.2765710472315178,0.282305959400877,-0.3692652876343422,-0.06057548740887767,-0.11927667719896926,0.43943421365463137,0.13553506919794892,0.33106145183247476,-0.06554603165566789,-0.2573489978888933,0.0539320050216948,-0.4173386843020294,0.32994890120583253,0.137582016599236,0.25930223009194125,-0.15407515832007707,0.4752944897119632,0.4195760659249457,0.2974597712035242,-0.2878159413731674,-0.03912405530505558,-0.4183823129863076,-0.32301761495849,0.19281262911557998,0.2482036325456519,0.4767519604374522,-0.18144845976530669,-0.11420531446020221,-0.030515386006815814,-0.30728876440838143,-0.35931665817169345,-0.02073286863056434,-0.2730454014433802,0.18356589091016917,-0.05336365991803693,0.3482852257725946,0.20167763151778145,-0.1785235266144603,0.3435833191953589,0.31684705573976957,-0.12229428162500874,-0.20783187480541748,0.17134104676748713,-0.3447935038615792,-0.2937972987171565,-0.47482453281206294,0.28118513192030525,0.17013704831793927,0.19864170702386524,0.3003894300706915,-0.03729111181546458,0.06513683687204112,-0.3419110581136745,-0.3816943522807515,0.18526608275296863,-0.028240760643317563,0.07493810431212221,0.25774599058906295,0.13625406393073597,0.054274468339021796,0.07363612130314164,-0.18827817818583645,-0.44438611435701575,-0.0686969213797098,-0.2800408477510617,-0.08863410790288369,0.36122484113155456,-0.27104015132501547,-0.4094343611511479,-0.20014140538892997
2.5,0.2732053923110084,-0.049222621048533886,0.3775340278522017,0.2175909422353195,-0.3642639151569435,0.4976939609908242,0.28636024177002245,0.2795476564382992,-0.3647762705712483,-0.06612982508013784,-0.11156035376176224,0.44687041084206847,0.1305356835876106,0.3359958711287384,-0.06982216964395307,-0.24574312837911227,0.054245473221311215,-0.40311572389691647,0.33096284462360137,0.14171818449842327,0.2598887751932977,-0.15759569084644826,0.47724543655582236,0.43619824479901526,0.3095644643138043,-0.2748182263647446,-0.041604346818440385,-0.3930952586966047,-0.3068333165389194,0.19921061980917515,0.25028606518746205,0.4817854444584781,-0.18398839225366345,-0.10316580014445505,-0.02942276906277107,-0.30276245798925444,-0.3500710429392123,-0.017408503094058565,-0.2706170977990812,0.19257255693402872,-0.04619076021802865,0.35795882940347645,0.20263980438023968,-0.1710600413431574,0.35045764418414105,0.32431168471972316,-0.12673276957040044,-0.20344809324684238,0.16433352829811504,-0.33283233781130667,-0.28751232689776396,-0.46098993871481503,0.277137959159495,0.17373370222719778,0.1944840273757839,0.31286701367465813,-0.0337462902021405,0.0635202256577759,-0.32827889148437445,-0.37645837466465015,0.1962752033084723,-0.02669983897318684,0.08174142276542298,0.2528240404415101,0.1375834921500801,0.055441649571201214,0.0834522808058796,-0.18159004638737547,-0.4266151565419841,-0.07074503093861109,-0.2743748261872801,-0.08544517576460728,0.3657334319866573,-0.2716455249238029,-0.3873996074002105,-0.18688144131781653
3.5,0.27253195232881827,-0.04302582805055095,0.38420080097137815,0.22555631046205898,-0.3458209656211917,0.5050641526444348,0.2959854224552082,0.2765309341998468,-0.35824572992638737,-0.07047531213146535,-0.10286190179823743,0.45367772850573534,0.12585927728106744,0.3405714241179242,-0.0729080563959763,-0.23292438060004111,0.055137094733678074,-0.387427382984783,0.3315813346169321,0.14609261174543928,0.2603139116536447,-0.15954417832711293,0.4783542171038575,0.4524152898418229,0.3214715048782153,-0.26060464619971935,-0.04306693361939384,-0.36718261134072255,-0.2895426410355815,0.20566605060679405,0.2522492921252196,0.4860371725073513,-0.18487399058190251,-0.09127853508250841,-0.02744713969184881,-0.2964401809305733,-0.33916039380665175,-0.013296526278058777,-0.26640048737757815,0.20165878337320384,-0.03822480753895291,0.36728147891192775,0.20363904108441616,-0.16241568988588267,0.3569585840966177,0.33148378646143706,-0.12971091717116473,-0.1976370271709616,0.15751213213090626,-0.31943666893309036,-0.27959142970168405,-0.4455085458688071,0.27282960294189823,0.1774658208492757,0.19038647619747223,0.32514310193473933,-0.029360954714297012,0.06247101640095959,-0.31333142374993195,-0.36918719173562803,0.20735629004353567,-0.02429731770295579,0.0889511536574926,0.2477283136319583,0.1391773785110498,0.05717088036690301,0.09363881955680775,-0.17365400594774827,-0.40759868163766794,-0.07166222493468691,-0.2670856585706177,-0.08121952262132215,0.36978786517900347,-0.2702906819449275,-0.3645073871138323,-0.17264157773148497
4.5,0.2716434142833577,-0.03602128921948698,0.39039658138114175,0.2335083072207329,-0.32633644412633844,0.5116451376044964,0.30541999062693037,0.2732646931219057,-0.3498387275688949,-0.07362559105270032,-0.09324033649337174,0.4598235914063703,0.12152363220252178,0.3447695029624934,-0.07482358064767658,-0.21898854664825404,0.056595730549889346,-0.3704198809342315,0.3317970830536272,0.15069025457734977,0.26057505163207384,-0.1599740211266106,0.4785972616887123,0.46818420639459263,0.33315002227926077,-0.24527735607584283,-0.04353088285622439,-0.34070906981289595,-0.27124690551898734,0.2121600020199829,0.25408606130744366,0.4894758534369621,-0.18417262839161425,-0.07860174080309754,-0.024616394677116977,-0.2884521897076288,-0.32672866765200936,-0.00842832463527427,-0.26051049493184414,0.21080014237276465,-0.029509885209476276,0.3762234640467205,0.20467208888367158,-0.15266592479663377,0.3630622346078513,0.3383396144668017,-0.13126697597918754,-0.19048438409361942,0.1509059385095112,-0.30473344983866923,-0.2701553538898253,-0.42855617365573895,0.2682742992590878,0.1813211919923922,0.1863654116954486,0.3371861560181254,-0.02417018908742997,0.06198621126306318,-0.2971875484184482,-0.3600511501575863,0.21848170423746724,-0.021061770653756036,0.0965416171046288,0.24247780921648365,0.14102889837295404,0.059448371729754236,0.10416491682336504,-0.164548725693524,-0.3874691673456788,-0.07147671378649789,-0.25828870028068696,-0.07600338190088343,0.37336865999673907,-0.26708985699146226,-0.34084712647311793,-0.15749774305437875
5.5,0.27054113778437217,-0.028251063661074282,0.39609563916020385,0.2414247389147755,-0.30591225687350415,0.5173985628614916,0.31463728580087214,0.2697589948611173,-0.3397114649463952,-0.07560049065822684,-0.08275320677413986,0.4652760187988134,0.11754473769116087,0.3485721266449412,-0.07559397806698667,-0.20402498826134274,0.05860843926585604,-0.3522245971848451,0.33160401699576575,0.15549564383181017,0.26067012692437336,-0.1589437992276105,0.4779530651740959,0.48346092858571776,0.34456886764687356,-0.22893059982280867,-0.043019189028807144,-0.3137304808539091,-0.25203788461970933,0.21867354617959464,0.2557894553887782,0.4920714218875714,-0.18195579779350624,-0.06519120137312909,-0.020960426215286782,-0.2789233672433481,-0.3129092194791611,-0.002836370949568576,-0.2530596740739195,0.21997217897095056,-0.02008966108631249,0.38475508873689396,0.20573547301041417,-0.14188361879329192,0.3687450596613431,0.3448556700572939,-0.13144517286537852,-0.18207421116843664,0.1445428593496058,-0.28883917374551277,-0.25931902906792026,-0.41028949351426336,0.2634875857649662,0.18528732620654026,0.1824368786423153,0.34896435152837585,-0.018210050125060682,0.06206054578168931,-0.2799556911863784,-0.3492104053594958,0.22962379654774095,-0.017023596365027975,0.10448690558700202,0.23709246339957318,0.14313047306313834,0.06225878908852968,0.11499999713023686,-0.15435041375814199,-0.36634360163742397,-0.0702205686757269,-0.248094439770664,-0.0698438853338885,0.37645716173603627,-0.262157624049125,-0.3164970646528439,-0.14152094311190033
6.5,0.26922729417100194,-0.019757073523026476,0.4012727447019989,0.24928340864688617,-0.28463933951725184,0.5222867958995517,0.3236106274385179,0.2660250477990177,-0.3280103775098932,-0.07642524135767079,-0.07145636990123501,0.47000372592921275,0.11393673720945512,0.35196201858756204,-0.0752490606525554,-0.18811678066296972,0.06116065287786826,-0.33295920801675327,0.3309973542344624,0.16049292763920386,0.26059762152934585,-0.15651589996201049,0.4764024483841542,0.49820023474734904,0.355696624988306,-0.21165108297851085,-0.04155821190369975,-0.28629513277511764,-0.23199859383498364,0.22518768993584043,0.25735293834543194,0.49379527208794033,-0.17829763617351108,-0.051100242334318355,-0.016510794771291488,-0.2679723451159106,-0.2978248762652069,0.003446062359384013,-0.2441570054996694,0.22915041134132735,-0.01000718188281474,0.39284673317009233,0.20682560143427367,-0.13013880089718843,0.3739840008874205,0.35100875827963124,-0.13029443774700483,-0.17248817398211042,0.13844950629626812,-0.27186034897030764,-0.24719102325270406,-0.3908476094488844,0.2584862584508762,0.1893515127407351,0.1786165248520968,0.3604455792030011,-0.011517250622667183,0.06268664703329567,-0.26173444216256986,-0.3368142016763817,0.2407548850385653,-0.012214645241351782,0.11276097111909092,0.2315930620436421,0.14547380128460968,0.0655854201927463,0.12611373223871247,-0.14313244010974302,-0.34432513638712664,-0.06792908157601989,-0.2366078642798483,-0.06278856995417305,0.37903568890816314,-0.2556071086499089,-0.29152569189604577,-0.12477746982442098
7.5,0.2677049356413913,-0.010580985565402028,0.40590331352535713,0.25706212912909987,-0.26259873715969806,0.5262731967038698,0.33231333665280843,0.26207518484401604,-0.3148716693530322,-0.07612967470411297,-0.05940383654489351,0.4739762929002992,0.11071189372778523,0.35492268925970316,-0.0738224716495052,-0.17134096803906876,0.06423635604892655,-0.3127288567076557,0.32997367808880473,0.16566591193815453,0.26035658825957253,-0.15275528550182793,0.4739288329982845,0.5123558495539402,0.3665016346189386,-0.19351843865303514,-0.03917708644609906,-0.2584448733349854,-0.21120407695622662,0.2316833867766209,0.25877036930480923,0.494620492621095,-0.17327364456743283,-0.036379818998730155,-0.011300360974315856,-0.2557109645192154,-0.2815882499902984,0.010385154320038082,-0.23390697795180454,0.2383103319993786,0.0006952690283104411,0.40046892204576057,0.2079387912567622,-0.11749850161116808,0.3787565696040439,0.35677605035320614,-0.12786733042317855,-0.16180503246480438,0.13265110327274873,-0.25389412459275285,-0.23387325920289662,-0.3703536944988468,0.25328831760899556,0.19350083830999615,0.1749195209578956,0.3715974420499415,-0.004128884548168636,0.06385519710271856,-0.2426132611969211,-0.32300058900069134,0.25184723440650825,-0.006667885048018814,0.12133769033255351,0.22600114679955788,0.14804987526234714,0.06941033496399093,0.13747603358950244,-0.13096514074586468,-0.32150464307753235,-0.06464012637320726,-0.22392809199286176,-0.05488491750335404,0.3810876440677418,-0.24754858800330037,-0.2659930316215258,-0.10732915877894651
8.5,0.26597793438972495,-0.0007639990864783553,0.4099635218404729,0.26473873723440927,-0.2398627678283083,0.5293222249333186,0.34071871954095745,0.2579228331988915,-0.3004212604544609,-0.07474742497585182,-0.04664765561416201,0.47716442349874394,0.10788061784983287,0.3574385236215981,-0.07135098014588517,-0.15376889555512202,0.06781832754221058,-0.29162736685652285,0.32853101021050746,0.17099811505114035,0.2599466638297169,-0.1477283654022882,0.47051852904036356,0.525880511097971,0.37695198868563057,-0.17460567305327107,-0.03590734861482629,-0.23021607554148268,-0.1897222018440864,0.23814159047928748,0.26003599279773426,0.494522119550842,-0.16695958773793956,-0.021078594576665288,-0.005362941228696938,-0.24224401216446306,-0.264302217728747,0.017946751717396257,-0.22240895967697316,0.2474274295543361,0.011976265707813474,0.4075924030644623,0.20907131128792114,-0.10402661272956848,0.38304095928173554,0.3621351528382065,-0.1242190368303014,-0.15010034350536153,0.12717116302817982,-0.23502879884863875,-0.21946089696051801,-0.348916607824638,0.2479129029555764,0.19772217597192432,0.1713605185532395,0.3823872969950868,0.003917840458929858,0.06555507303202356,-0.22267321652259767,-0.30789650833845134,0.26287303716310484,-0.0004171035908924776,0.1301908864886007,0.22033890235628864,0.15084909769705973,0.0737145359363589,0.14905703664275283,-0.11791562487424057,-0.2979621618487738,-0.060393547755656064,-0.2101481604089049,-0.04618013471748352,0.38259761229668465,-0.23808843998277088,-0.23995177750279856,-0.08923367997818457
9.5,0.2640509411323094,0.00965330045002033,0.41343043143727476,0.27229110961879366,-0.216495996920575,0.5313996939443552,0.34880016928821,0.25358247584296867,-0.2847749332633843,-0.072315358543848,-0.03323783640845269,0.4795400613523646,0.10545150348021315,0.35949487318360457,-0.0678738116664597,-0.135466559171341,0.07188817795394906,-0.269738405420423,0.3266688698790714,0.17647279650177164,0.25936810725248033,-0.14150212244318433,0.46616103371131185,0.538726060981227,0.3870156543428854,-0.15497971965071136,-0.03178245096220229,-0.20164046080946413,-0.16761436854906442,0.24454327613568533,0.2611445062578274,0.4934774201564841,-0.15943062093861488,-0.005243041852638358,0.0012670079860784087,-0.22766917311834142,-0.24606051248494704,0.026096552086809017,-0.20975701193812055,0.25647720968062493,0.0237952984479819,0.4141882359680995,0.21021935644561857,-0.08978387753694818,0.38681613930005004,0.36706418365282023,-0.11940645755288022,-0.13744620883850384,0.12203141061911087,-0.21534455502441027,-0.20404249743813732,-0.32663243519409346,0.2423802226890907,0.2020022324848231,0.16795356960160074,0.39278229136331216,0.012585769621329752,0.06777351399327257,-0.2019877152547087,-0.29161820865046795,0.27380440176097814,0.00650335254687588,0.13929435803581955,0.21462906424850856,0.15386130090428177,0.07847809684018439,0.16082707767730955,-0.10404771262968446,-0.2737682293054252,-0.05523054303911954,-0.19535503213736732,-0.0367209189982847,0.38355151203860566,-0.2273283693400149,-0.213448302638378,-0.0705448493143386
