time_ms,voltage_mV,m,h,n,INa_uA_cm2,IK_uA_cm2,IL_uA_cm2
0.0,-65.0,0.05293248525724958,0.5961207535084603,0.3176769140606974,-0.6100285882327167,4.399733467282938,-3.1839
0.025,-65.01501976148113,0.052927693260553015,0.5961215257294344,0.31767638642647106,-0.609943367178851,4.394197361343819,-3.1884059284443382
0.05,-65.02979581953039,0.05291406854509761,0.5961238219024794,0.3176748185958546,-0.6095530984271518,4.388693198307846,-3.192838745859117
0.07500000000000001,-65.04433790144651,0.052892649425932414,0.596127612169341,0.3176722325511966,-0.6088940115525506,4.383218835294257,-3.197201370433953
0.1,-65.05865475531216,0.052864365837544,0.5961328677518846,0.3176686495018883,-0.6079987550413296,4.3777724351346645,-3.2014964265936485
0.125,-65.07275424984128,0.05283005048680407,0.5961395608507337,0.31766408995457557,-0.6068967039554561,4.372352434354838,-3.2057262749523843
0.15000000000000002,-65.08664346526987,0.052790448871917445,0.5961476645543384,0.3176585737761776,-0.6056142501090929,4.36695751394482,-3.2098930395809617
0.17500000000000002,-65.10032877587639,0.052746228280176395,0.5961571527575048,0.3176521202503788,-0.6041750735916903,4.3615865727542005,-3.2139986327629173
0.2,-65.11381592472924,0.0526979858665658,0.5961680000884867,0.31764474812821303,-0.6026003951784674,4.35623870334047,-3.218044777418771
0.225,-65.12711009125431,0.05264625590544405,0.5961801818438114,0.3176364756733109,-0.6009092096920172,4.350913170095588,-3.2220330273762925
0.25,-65.1402159522006,0.05259151629857551,0.5961936739300778,0.31762732070233485,-0.5991185007567753,4.345609389477235,-3.2259647856601816
0.275,-65.15313773655843,0.052534194414654845,0.5962084528120308,0.3176173006210819,-0.5972434376529318,4.340326912175977,-3.2298413209675303
0.30000000000000004,-65.16587927495685,0.05247467232807394,0.5962244954662761,0.31760643245669185,-0.5952975551532929,4.33506540705628,-3.233663782487055
0.325,-65.17844404403533,0.05241329151798305,0.5962417793400585,0.31759473288635953,-0.5932929173361288,4.329824646717711,-3.237433213210599
0.35000000000000003,-65.19083520625189,0.052350357082629015,0.5962602823145801,0.3175822182629125,-0.5912402664253814,4.324604494531731,-3.2411505618755667
0.375,-65.20305564555635,0.05228614151846351,0.5962799826723824,0.31756890463758053,-0.5891491577296906,4.319404893019122,-3.244816693666904
0.4,-65.21510799932435,0.05222088810855225,0.5963008590683662,0.3175548077802536,-0.5870280817437284,4.314225853442853,-3.2484323997973035
0.42500000000000004,-65.22699468691572,0.052154813960335215,0.5963228905040616,0.3175399431974941,-0.5848845744472355,4.309067446500734,-3.2519984060747147
0.45,-65.23871793518977,0.05208811272874333,0.5963460563048004,0.3175243261485441,-0.5827253167950907,4.303929794011664,-3.2555153805569303
0.47500000000000003,-65.25027980128131,0.05202095705703175,0.596370336099478,0.31750797165954264,-0.5805562243406189,4.298813061498061,-3.2589839403843923
0.5,-65.2616821929135,0.05195350076440283,0.5963957098026237,0.31749089453614854,-0.578382527877595,4.293717451575693,-3.262404657874049
0.525,-65.27292688649828,0.0518858808065332,0.5964221575985282,0.3174731093747415,-0.5762088459269737,4.288643198070004,-3.2657780659494846
0.55,-65.28401554325174,0.051818219032453504,0.5964496599272001,0.3174546305723584,-0.5740392498341149,4.283590560785386,-3.269104662975522
0.5750000000000001,-65.29494972352944,0.05175062375883387,0.5964781974719511,0.3174354723355045,-0.5718773221828602,4.2785598208608695,-3.272384917058832
0.6000000000000001,-65.30573089956741,0.05168319118056934,0.5965077511484271,0.3174156486879646,-0.569726209175066,4.273551276651908,-3.275619269870222
0.625,-65.31636046679569,0.051616006634622555,0.5965383020949245,0.3173951734777262,-0.5675886675690953,4.268565240083816,-3.2788081400387057
0.65,-65.32683975387508,0.05154914573233736,0.5965698316638455,0.31737406038311455,-0.5654671067185375,4.263602033427711,-3.281951926162523
0.675,-65.33717003159221,0.05148267537387113,0.5966023214141636,0.3173523229182294,-0.5633636262034878,4.258661986454738,-3.2850510094776624
0.7000000000000001,-65.34735252073457,0.05141665465698749,0.5966357531047848,0.31732997443776284,-0.5612800495011459,4.25374543392868,-3.288105756220372
0.7250000000000001,-65.3573883990547,0.05135113569118678,0.5966701086886995,0.3173070281412693,-0.5592179541002664,4.248852713401132,-3.2911165197164096
0.75,-65.3672788074212,0.05128616432701912,0.596705370307835,0.317283497076952,-0.5571786984251886,4.243984163277081,-3.29408364222636
0.775,-65.37702485524449,0.05122178080940482,0.5967415202885257,0.3172593941450212,-0.5551634458994429,4.239140121121935,-3.2970074565733456
0.8,-65.38662762525574,0.051158020362874916,0.5967785411375285,0.31723473210067565,-0.5531731864464206,4.234320922184092,-3.299888287576722
0.8250000000000001,-65.39608817770949,0.05109491371582345,0.5968164155385185,0.31720952355675186,-0.5512087556948433,4.229526898109782,-3.3027264533128458
0.8500000000000001,-65.40540755407262,0.05103248757012812,0.596855126349007,0.31718378098608074,-0.5492708521298062,4.224758375829349,-3.305522266221787
