time_ms,voltage_mV,m,h,n
23.450000000000003,-60.012396430433746,0.08826355255026944,0.46577595466132754,0.3894142175080184
23.475,-59.96604339486792,0.08870372454647432,0.46561970744716374,0.3894483046208978
23.5,-59.91961023741292,0.08914611996027595,0.4654584948702351,0.38948583955735033
23.525,-59.87309202945101,0.08959078343098732,0.46529231393424747,0.3895268167350666
23.55,-59.82648370075153,0.0900377611337631,0.46512116104327994,0.3895712309842529
23.575000000000003,-59.77978003397587,0.09048710083611977,0.46494503198313125,0.38961907755879693
23.6,-59.73297565890767,0.0909388519571384,0.4647639219018849,0.38967035214788925
23.625,-59.68606504639346,0.09139306562949698,0.46457782528965225,0.38972505088812126
23.65,-59.63904250197781,0.09184979476448792,0.46438673595745306,0.3897831703760875
23.675,-59.59190215921571,0.09230909412018799,0.4641906470151872,0.3898447076815164
23.700000000000003,-59.54463797264441,0.09277102037295584,0.46398955084865096,0.3899096603609584
23.725,-59.49724371039517,0.09323563219244589,0.4637834390955477,0.3899780264720607
23.75,-59.44971294642455,0.09370299032033769,0.4635723026204385,0.39004980458846006
23.775,-59.40203905234324,0.09417315765299283,0.46335613148857874,0.3901249938153264
23.8,-59.354215188819154,0.09464619932826623,0.46313491493857767,0.3902035938055923
23.825000000000003,-59.30623429652976,0.09512218281671225,0.4629086413538202,0.39028560477690594
23.85,-59.2580890866371,0.09560117801744333,0.4626772982325812,0.3903710275293468
23.875,-59.20977203075705,0.0960832573589143,0.4624408721567618,0.39045986346394573
23.9,-59.161275350392444,0.09656849590492489,0.46219934875917057,0.3905521146020541
23.925,-59.112591005797526,0.09705697146615277,0.4619527126892695,0.3906477836056091
23.950000000000003,-59.063710684239055,0.09754876471755014,0.4617009475772968,0.39074687379834594
23.975,-59.01462578761673,0.09804395932196024,0.46144403599667566,0.39084938918801
24.0,-58.96532741940315,0.098542642060335,0.4611819594246107,0.39095533448962516
24.025,-58.91580637086061,0.0990449029689604,0.46091469820076736,0.39106471514988056
24.05,-58.866053106488806,0.09955083548412685,0.46064223148392286,0.39117753737269834
24.075000000000003,-58.816057748654494,0.10006053659471073,0.46036453720646975,0.3912938081460525
24.1,-58.76581006135019,0.10057410700316903,0.4600815920266452,0.39141353527011186
24.125,-58.715299433025166,0.10109165129548311,0.45979337127835007,0.39153672738678474
24.15,-58.66451485842813,0.10161327812062786,0.4594998489184121,0.39166339401074995
24.175,-58.61344491939569,0.10213910038018491,0.4592009974711396,0.3917935455620626
24.200000000000003,-58.56207776451643,0.10266923542876402,0.4588967879699977,0.3919271934004303
24.225,-58.510401087594325,0.10320380528594747,0.45858718989623004,0.39206434986126243
24.25,-58.45840210482993,0.10374293686052537,0.4582721711142344,0.3922050282936008
24.275,-58.40606753063106,0.10428676218784791,0.4579516978034894,0.39234924310004926
24.3,-58.35338355195754,0.10483541868118669,0.4576257343868101,0.3924970097788278
24.325000000000003,-58.30033580109755,0.10538904939806323,0.4572942434546991,0.39264834496808515
24.35,-58.24690932676408,0.10594780332258105,0.4569571856855378,0.39280326649261527
24.375,-58.193088563391676,0.10651183566487762,0.45661451976134604,0.3929617934131309
24.4,-58.138857298503275,0.10708130817890239,0.4562662022788172,0.39312394607826284
24.425,-58.0841986380064,0.10765638949982514,0.4559121876553119,0.39328974617946216
24.450000000000003,-58.02909496926623,0.10823725550248448,0.4555524280294698,0.39345921680900003
24.475,-57.97352792178975,0.10882408968240244,0.45518687315607315,0.3936323825212706
24.5,-57.91747832534162,0.10941708356101897,0.4548154702947634,0.3938092693976228
24.525,-57.86092616529649,0.11001643711693673,0.4544381640921845,0.3939899051149608
24.55,-57.80385053501561,0.11062235924512157,0.45405489645708896,0.39417431901837413
