time_ms,soma_mv,middle_mv,tip_mv
6.825000000000063238e+00,3.213631905607580563e+01,1.410015267768665126e+01,7.900853811802274862e+00
6.850000000000063594e+00,3.275515114482553969e+01,1.598072535800736915e+01,1.017214100191022119e+01
6.875000000000063949e+00,3.307744426262313198e+01,1.752940477394113827e+01,1.211722130858045965e+01
6.900000000000064304e+00,3.315737786348284288e+01,1.877186298717348478e+01,1.374754220093508295e+01
6.925000000000064659e+00,3.303831271822695470e+01,1.973592658514822418e+01,1.508150899963997205e+01
6.950000000000065015e+00,3.275437841926289195e+01,2.044946735865514853e+01,1.614149410704681742e+01
6.975000000000065370e+00,3.233231110514388718e+01,2.093912260787745794e+01,1.695157144124539883e+01
7.000000000000065725e+00,3.179315226662236782e+01,2.122960670938962124e+01,1.753593122418884320e+01
7.025000000000066080e+00,3.115364567155678088e+01,2.134341329841056378e+01,1.791785659201707404e+01
7.050000000000066436e+00,3.042732562203377711e+01,2.130076081072531125e+01,1.811912635256281945e+01
7.075000000000066791e+00,2.962533308412205812e+01,2.111967956695038851e+01,1.815972032730425312e+01
7.100000000000067146e+00,2.875700877759535246e+01,2.081617243596881650e+01,1.805772680205161151e+01
7.125000000000067502e+00,2.783032586592191393e+01,2.040440793319501367e+01,1.782937693179009742e+01
7.150000000000067857e+00,2.685220175561163103e+01,1.989692059057180984e+01,1.748915283470902438e+01
7.175000000000068212e+00,2.582872240800869079e+01,1.930480407250934860e+01,1.704993324367574559e+01
7.200000000000068567e+00,2.476530423354140353e+01,1.863788941248225584e+01,1.652315326021085795e+01
7.225000000000068923e+00,2.366681180806153151e+01,1.790490504139069117e+01,1.591896374275683002e+01
7.250000000000069278e+00,2.253764444451734761e+01,1.711361784852294932e+01,1.524638200140534217e+01
7.275000000000069633e+00,2.138180083635077011e+01,1.627095597650608028e+01,1.451342952421382648e+01
7.300000000000069988e+00,2.020292825158022509e+01,1.538311481508511136e+01,1.372725503996164065e+01
7.325000000000070344e+00,1.900436081723720250e+01,1.445564799316684734e+01,1.289424279356695813e+01
7.350000000000070699e+00,1.778915006908605179e+01,1.349354524666748922e+01,1.202010680987495306e+01
7.375000000000071054e+00,1.656008888164388182e+01,1.250129876459639888e+01,1.110997231186195400e+01
7.400000000000071410e+00,1.531973418387705088e+01,1.148296021642066478e+01,1.016844585606571094e+01
7.425000000000071765e+00,1.407042435643557354e+01,1.044218947693924626e+01,9.199675585660351373e+00
7.450000000000072120e+00,1.281429483191240237e+01,9.382296369226823529e+00,8.207402928701387879e+00
7.475000000000072475e+00,1.155328385030066229e+01,8.306275033362267024e+00,7.195006435396020805e+00
7.500000000000072831e+00,1.028915347286449133e+01,7.216835155521009959e+00,6.165539606273074291e+00
7.525000000000073186e+00,9.023505235953312109e+00,6.116430049236040389e+00,5.121764049081011017e+00
7.550000000000073541e+00,7.757789515760777022e+00,5.007280841080699041e+00,4.066178461684399892e+00
7.575000000000073896e+00,6.493290317695580072e+00,3.891392815557193074e+00,3.001042249095668524e+00
7.600000000000074252e+00,5.231167644356334634e+00,2.770575963129261243e+00,1.928397060172831523e+00
7.625000000000074607e+00,3.972464926074111169e+00,1.646463568135742239e+00,8.500867822801627671e-01
7.650000000000074962e+00,2.718110005320939493e+00,5.205269775609180360e-01,-2.322247578523262135e-01
7.675000000000075318e+00,1.468887500623015097e+00,-6.059180648588156082e-01,-1.317040641517464250e+00
7.700000000000075673e+00,2.255034798624333536e-01,-1.731694799695849607e+00,-2.403017247321360017e+00
7.725000000000076028e+00,-1.011417161078594917e+00,-2.855751352053396364e+00,-3.488950522467501258e+00
7.750000000000076383e+00,-2.241331638540239091e+00,-3.977150241844915612e+00,-4.573763565034023593e+00
7.775000000000076739e+00,-3.463831902364374216e+00,-5.095070192400556586e+00,-5.656499582752791966e+00
7.800000000000077094e+00,-4.678552795291349931e+00,-6.208791288940587627e+00,-6.736312907702892261e+00
7.825000000000077449e+00,-5.885181125227383347e+00,-7.317682777415013717e+00,-7.812458653093045768e+00
7.850000000000077804e+00,-7.083457985511178556e+00,-8.421194601421543524e+00,-8.884283003466380890e+00
7.875000000000078160e+00,-8.273211594245239553e+00,-9.518857201297992177e+00,-9.951217096883036461e+00
7.900000000000078515e+00,-9.454353666452030680e+00,-1.061028127550437183e+01,-1.101277355543765069e+01
7.925000000000078870e+00,-1.062681706697852668e+01,-1.169514547733344578e+01,-1.206854025623671944e+01
7.950000000000079226e+00,-1.179056780596681619e+01,-1.277318766491293900e+01,-1.311817287624718631e+01
7.975000000000079581e+00,-1.294561063393871159e+01,-1.384419980903607872e+01,-1.416138823167421457e+01
8.000000000000079936e+00,-1.409199199500086941e+01,-1.490802482656241423e+01,-1.519795906148008946e+01
8.025000000000078515e+00,-1.522985664897640490e+01,-1.596456469840155279e+01,-1.622771378837856915e+01
8.050000000000077094e+00,-1.635940078774734729e+01,-1.701377899176014097e+01,-1.725053651724293857e+01
8.075000000000075673e+00,-1.748083910161015808e+01,-1.805567607023980159e+01,-1.826636389642598957e+01
8.100000000000074252e+00,-1.859442004138589510e+01,-1.909030855775494118e+01,-1.927518108880147452e+01
8.125000000000072831e+00,-1.970043543244415929e+01,-2.011777230937446603e+01,-2.027701876947230630e+01
8.150000000000071410e+00,-2.079922767203392553e+01,-2.113820720555380106e+01,-2.127195165675045985e+01
8.175000000000069988e+00,-2.189119589337628113e+01,-2.215179894157094509e+01,-2.226009841534353484e+01
8.200000000000068567e+00,-2.297680175028972371e+01,-2.315878147461094017e+01,-2.324162263411406926e+01
8.225000000000067146e+00,-2.405657511668886173e+01,-2.415943997992235026e+01,-2.421673462555023804e+01
8.250000000000065725e+00,-2.513116768902543186e+01,-2.515412319549972509e+01,-2.518569703851095554e+01
8.275000000000064304e+00,-2.620130601843543872e+01,-2.614324518944383158e+01,-2.614882955791449604e+01
8.300000000000062883e+00,-2.726778010167887345e+01,-2.712728320767309143e+01,-2.710651094787564119e+01
8.325000000000061462e+00,-2.833145834095894244e+01,-2.810677874306027135e+01,-2.805918036889044487e+01
8.350000000000060041e+00,-2.939329750668244401e+01,-2.908234080712742298e+01,-2.900733930081605649e+01
8.375000000000058620e+00,-3.045434966044544822e+01,-3.005464998079491323e+01,-2.995155428626597427e+01
8.400000000000057199e+00,-3.151576671672183139e+01,-3.102446245278333237e+01,-3.089246020423993500e+01
8.425000000000055778e+00,-3.257880277898400578e+01,-3.199261358581274806e+01,-3.183076367027201670e+01
8.450000000000054357e+00,-3.364481408439452537e+01,-3.296002065960189498e+01,-3.276724617279280949e+01
8.475000000000052935e+00,-3.471525618553977210e+01,-3.392768444973786757e+01,-3.370276658074736531e+01
8.500000000000051514e+00,-3.579167782989506463e+01,-3.489668926773016722e+01,-3.463826266195975023e+01
8.525000000000050093e+00,-3.687571084015527845e+01,-3.586820102965453572e+01,-3.557475123107025183e+01
8.550000000000048672e+00,-3.796905513810104082e+01,-3.684346284525811654e+01,-3.651332650280589576e+01
8.575000000000047251e+00,-3.907345788634761874e+01,-3.782378752861713878e+01,-3.745515616411319115e+01
8.600000000000045830e+00,-4.019071280110201627e+01,-3.881055143063446167e+01,-3.840147640707601084e+01
8.625000000000044409e+00,-4.132258455847475886e+01,-3.980517573022644484e+01,-3.935358204041207841e+01
8.650000000000042988e+00,-4.247074855684345351e+01,-4.080909923188930577e+01,-4.031280992370480476e+01
8.675000000000041567e+00,-4.363673768914599549e+01,-4.182374669363161956e+01,-4.128051639329756739e+01
8.700000000000040146e+00,-4.482187287145041665e+01,-4.285049093891268512e+01,-4.225804879331434449e+01
8.725000000000038725e+00,-4.602717748821358157e+01,-4.389060672394029439e+01,-4.324671036087437415e+01
8.750000000000037303e+00,-4.725326394607801461e+01,-4.494521269800542029e+01,-4.424771658109916928e+01
8.775000000000035882e+00,-4.850012333085485494e+01,-4.601518555061374371e+01,-4.526213603891932991e+01
8.800000000000034461e+00,-4.976708558352017064e+01,-4.710108282904988641e+01,-4.629082357827509497e+01
8.825000000000033040e+00,-5.105267701770902988e+01,-4.820305749677652329e+01,-4.733434682850345609e+01
8.850000000000031619e+00,-5.235442720827560237e+01,-4.932075354360684827e+01,-4.839290187148501587e+01
8.875000000000030198e+00,-5.366855225621487335e+01,-5.045316281665030544e+01,-4.946620770565029090e+01
8.900000000000028777e+00,-5.499013925002400782e+01,-5.159854373322806964e+01,-5.055340781112081316e+01
8.925000000000027356e+00,-5.631306003560979434e+01,-5.275434849577396790e+01,-5.165298326455014433e+01
8.950000000000025935e+00,-5.762961981278944279e+01,-5.391709831983818901e+01,-5.276265503686722269e+01
8.975000000000024514e+00,-5.893114553266281774e+01,-5.508238907607691459e+01,-5.387932248291789961e+01
9.000000000000023093e+00,-6.020817180935453194e+01,-5.624494419647651000e+01,-5.499904826815946279e+01
9.025000000000021672e+00,-6.145055091682686310e+01,-5.739867589965373185e+01,-5.611707650344647647e+01
9.050000000000020250e+00,-6.264819332521575035e+01,-5.853686901939298792e+01,-5.722791339543650224e+01
9.075000000000018829e+00,-6.379164850415115495e+01,-5.965244419954709088e+01,-5.832547981485217292e+01
9.100000000000017408e+00,-6.487261429663267620e+01,-6.073826209225124018e+01,-5.940332488076705175e+01
9.125000000000015987e+00,-6.588441343663558314e+01,-6.178745096711597284e+01,-6.045488487104871922e+01
9.150000000000014566e+00,-6.682235584426236130e+01,-6.279373161666551084e+01,-6.147376784062576149e+01
9.175000000000013145e+00,-6.768392608984916592e+01,-6.375170649645652077e+01,-6.245403931783111062e+01
9.200000000000011724e+00,-6.846876931388466403e+01,-6.465708169571121289e+01,-6.339048170988861131e+01
9.225000000000010303e+00,-6.917848856564557991e+01,-6.550679989660378055e+01,-6.427880202771525830e+01
9.250000000000008882e+00,-6.981630030587366775e+01,-6.629907673519872446e+01,-6.511576946763129570e+01
9.275000000000007461e+00,-7.038658217780505311e+01,-6.703334183350639819e+01,-6.589927254201708706e+01
9.300000000000006040e+00,-7.089447337841158969e+01,-6.771011552376690190e+01,-6.662830126435825662e+01
9.325000000000004619e+00,-7.134551096853604690e+01,-6.833084466026186021e+01,-6.730286825799731787e+01
9.350000000000003197e+00,-7.174527634831757439e+01,-6.889770882931132689e+01,-6.792388255364038230e+01
9.375000000000001776e+00,-7.209919110136637244e+01,-6.941343059007905936e+01,-6.849299659740955803e+01
9.400000000000000355e+00,-7.241234596085546116e+01,-6.988109696699017093e+01,-6.901244296474966688e+01
9.424999999999998934e+00,-7.268940232775578636e+01,-7.030400197458156697e+01,-6.948487405252014071e+01
9.449999999999997513e+00,-7.293456618516502488e+01,-7.068551904468297664e+01,-6.991321590020498888e+01
9.474999999999996092e+00,-7.315157984481913900e+01,-7.102900023905135640e+01,-7.030054184064233880e+01
9.499999999999994671e+00,-7.334373981174373114e+01,-7.133770041039726095e+01,-7.064996820817813727e+01
9.524999999999993250e+00,-7.351393684554921037e+01,-7.161472487472107673e+01,-7.096457258853202177e+01
9.549999999999991829e+00,-7.366469793345984840e+01,-7.186299587690513135e+01,-7.124733304306693071e+01
9.574999999999990408e+00,-7.379822839664316803e+01,-7.208523357556074984e+01,-7.150108553603973860e+01
9.599999999999988987e+00,-7.391645280770357829e+01,-7.228394815708807641e+01,-7.172849646575696170e+01
9.624999999999987566e+00,-7.402105261692663873e+01,-7.246144013855042942e+01,-7.193204726352168166e+01
9.649999999999986144e+00,-7.411349951985721418e+01,-7.261980638249916353e+01,-7.211402827248133462e+01
9.674999999999984723e+00,-7.419508449246531256e+01,-7.276094987039535056e+01,-7.227653948256195804e+01
9.699999999999983302e+00,-7.426694328079943830e+01,-7.288659185206789459e+01,-7.242149614442297434e+01
9.724999999999981881e+00,-7.433007753751621749e+01,-7.299828513858739143e+01,-7.255063763157272660e+01
9.749999999999980460e+00,-7.438537284033148467e+01,-7.309742776365986572e+01,-7.266553828627395717e+01
9.774999999999979039e+00,-7.443361400559186336e+01,-7.318527649216827058e+01,-7.276761931078584666e+01
9.799999999999977618e+00,-7.447549810284833427e+01,-7.326295982706704990e+01,-7.285816102709493691e+01
9.824999999999976197e+00,-7.451164553649120137e+01,-7.333149029553813136e+01,-7.293831503147541184e+01
9.849999999999974776e+00,-7.454260951087461251e+01,-7.339177589116357581e+01,-7.300911592548585816e+01
9.874999999999973355e+00,-7.456888414573987234e+01,-7.344463061726624176e+01,-7.307149242158025970e+01
9.899999999999971934e+00,-7.459091146356247748e+01,-7.349078412367968838e+01,-7.312627770719358011e+01
9.924999999999970512e+00,-7.460908743134996257e+01,-7.353089046039494292e+01,-7.317421901262382278e+01
9.949999999999969091e+00,-7.462376720662079777e+01,-7.356553599111579445e+01,-7.321598637088136741e+01
9.974999999999967670e+00,-7.463526971031534174e+01,-7.359524652107373299e+01,-7.325218058651316255e+01
9.999999999999966249e+00,-7.464388162746340072e+01,-7.362049369900859119e+01,-7.328334044890608823e+01
1.002499999999996483e+01,-7.464986091873281282e+01,-7.364170075485630207e+01,-7.330994923659034157e+01
1.004999999999996341e+01,-7.465343991173575944e+01,-7.365924763373701012e+01,-7.333244056478368122e+01
1.007499999999996199e+01,-7.465482802949775021e+01,-7.367347558425649368e+01,-7.335120363047590786e+01
1.009999999999996056e+01,-7.465421420423409415e+01,-7.368469125559458632e+01,-7.336658790895471327e+01
1.012499999999995914e+01,-7.465176901707023660e+01,-7.369317035381763503e+01,-7.337890735369241213e+01
1.014999999999995772e+01,-7.464764659821933890e+01,-7.369916090363226147e+01,-7.338844414857229026e+01
1.017499999999995630e+01,-7.464198631710472398e+01,-7.370288615760209439e+01,-7.339545205796923710e+01
1.019999999999995488e+01,-7.463491428775905945e+01,-7.370454719080770190e+01,-7.340015941651239473e+01
1.022499999999995346e+01,-7.462654471137143730e+01,-7.370432521512177004e+01,-7.340277179664936114e+01
1.024999999999995204e+01,-7.461698107495055865e+01,-7.370238364373744844e+01,-7.340347438853078188e+01
1.027499999999995062e+01,-7.460631722261969401e+01,-7.369886993334647229e+01,-7.340243412332050355e+01
1.029999999999994920e+01,-7.459463831397428635e+01,-7.369391722841409376e+01,-7.339980156785587440e+01
1.032499999999994778e+01,-7.458202168214992867e+01,-7.368764582933280849e+01,-7.339571261565373561e+01
1.034999999999994635e+01,-7.456853760271488341e+01,-7.368016450384003235e+01,-7.339028999658687269e+01
1.037499999999994493e+01,-7.455424998317668894e+01,-7.367157165893668491e+01,-7.338364462513597175e+01
1.039999999999994351e+01,-7.453921698174281119e+01,-7.366195638862569695e+01,-7.337587680494291931e+01
1.042499999999994209e+01,-7.452349156297415789e+01,-7.365139941107848642e+01,-7.336707730543524519e+01
1.044999999999994067e+01,-7.450712199709560934e+01,-7.363997390731655912e+01,-7.335732832454280583e+01
1.047499999999993925e+01,-7.449015230896154094e+01,-7.362774627214237455e+01,-7.334670434996689892e+01
1.049999999999993783e+01,-7.447262268200107371e+01,-7.361477678685321280e+01,-7.333527293007297487e+01
1.052499999999993641e+01,-7.445456982187552342e+01,-7.360112022220637584e+01,-7.332309536424173757e+01
1.054999999999993499e+01,-7.443602728405835478e+01,-7.358682637915957514e+01,-7.331022732141583731e+01
1.057499999999993356e+01,-7.441702576908629396e+01,-7.357194057407222942e+01,-7.329671939460529018e+01
1.059999999999993214e+01,-7.439759338882274164e+01,-7.355650407431157589e+01,-7.328261759824950161e+01
1.062499999999993072e+01,-7.437775590671306247e+01,-7.354055448954866847e+01,-7.326796381456780693e+01
1.064999999999992930e+01,-7.435753695469107072e+01,-7.352412612344646448e+01,-7.325279619435005429e+01
1.067499999999992788e+01,-7.433695822911205653e+01,-7.350725028992445687e+01,-7.323714951703600207e+01
1.069999999999992646e+01,-7.431603966783504234e+01,-7.348995559772561137e+01,-7.322105551439814519e+01
1.072499999999992504e+01,-7.429479961035256963e+01,-7.347226820660469571e+01,-7.320454316166781439e+01
1.074999999999992362e+01,-7.427325494266678163e+01,-7.345421205809542187e+01,-7.318763893952471733e+01
1.077499999999992220e+01,-7.425142122843267600e+01,-7.343580908349385084e+01,-7.317036706999635953e+01
1.079999999999992077e+01,-7.422931282773119221e+01,-7.341707939141041095e+01,-7.315274972898313877e+01
1.082499999999991935e+01,-7.420694300469331495e+01,-7.339804143699022632e+01,-7.313480723783058579e+01
1.084999999999991793e+01,-7.418432402507077938e+01,-7.337871217467662177e+01,-7.311655823610952609e+01
1.087499999999991651e+01,-7.416146724473632901e+01,-7.335910719619297993e+01,-7.309801983753263244e+01
1.089999999999991509e+01,-7.413838318999596311e+01,-7.333924085524017755e+01,-7.307920777072985175e+01
1.092499999999991367e+01,-7.411508163050618236e+01,-7.331912638024873274e+01,-7.306013650642184132e+01
1.094999999999991225e+01,-7.409157164550867947e+01,-7.329877597638403586e+01,-7.304081937236722410e+01
1.097499999999991083e+01,-7.406786168402335591e+01,-7.327820091787739898e+01,-7.302126865731464989e+01
1.099999999999990941e+01,-7.404395961957611405e+01,-7.325741163164387615e+01,-7.300149570506087571e+01
1.102499999999990798e+01,-7.401987279998058966e+01,-7.323641777304824529e+01,-7.298151099960136889e+01
1.104999999999990656e+01,-7.399560809264107775e+01,-7.321522829459131287e+01,-7.296132424225687885e+01
1.107499999999990514e+01,-7.397117191940590430e+01,-7.319385150701252485e+01,-7.294094442114422350e+01
1.109999999999990372e+01,-7.394657027347042799e+01,-7.317229513089944248e+01,-7.292037987247795172e+01
1.112499999999990230e+01,-7.392180879378962288e+01,-7.315056635135940155e+01,-7.289963833770782742e+01
1.114999999999990088e+01,-7.389689279194078608e+01,-7.312867186741581804e+01,-7.287872701671199138e+01
1.117499999999989946e+01,-7.387182727796540860e+01,-7.310661793572039358e+01,-7.285765261646237434e+01
1.119999999999989804e+01,-7.384661698457003354e+01,-7.308441040960848056e+01,-7.283642139509218794e+01
1.122499999999989662e+01,-7.382126638958455089e+01,-7.306205477428031259e+01,-7.281503920167696720e+01
1.124999999999989519e+01,-7.379577973671085545e+01,-7.303955617863853433e+01,-7.279351151216032179e+01
1.127499999999989377e+01,-7.377016105464166174e+01,-7.301691946417658130e+01,-7.277184346185018171e+01
1.129999999999989235e+01,-7.374441417464736048e+01,-7.299414919123626078e+01,-7.275003987486518042e+01
1.132499999999989093e+01,-7.371854274673479779e+01,-7.297124966290387249e+01,-7.272810529086136455e+01
1.134999999999988951e+01,-7.369255025448202900e+01,-7.294822494677870850e+01,-7.270604398932448476e+01
1.137499999999988809e+01,-7.366644002864987328e+01,-7.292507889481913708e+01,-7.268386001167549182e+01
1.139999999999988667e+01,-7.364021525966668946e+01,-7.290181516144851059e+01,-7.266155718140623776e+01
1.142499999999988525e+01,-7.361387900907679693e+01,-7.287843722008285852e+01,-7.263913912243582160e+01
1.144999999999988383e+01,-7.358743422003712453e+01,-7.285494837822571412e+01,-7.261660927585690217e+01
1.147499999999988241e+01,-7.356088372694050292e+01,-7.283135179126031744e+01,-7.259397091522214396e+01
1.149999999999988098e+01,-7.353423026423800479e+01,-7.280765047505667553e+01,-7.257122716050547240e+01
1.152499999999987956e+01,-7.350747647452693911e+01,-7.278384731749918046e+01,-7.254838099085878866e+01
1.154999999999987814e+01,-7.348062491596587620e+01,-7.275994508903062297e+01,-7.252543525627274335e+01
1.157499999999987672e+01,-7.345367806907260899e+01,-7.273594645229924538e+01,-7.250239268823941075e+01
1.159999999999987530e+01,-7.342663834295673553e+01,-7.271185397098722092e+01,-7.247925590950545427e+01
1.162499999999987388e+01,-7.339950808103378677e+01,-7.268767011789189780e+01,-7.245602744299579001e+01
1.164999999999987246e+01,-7.337228956626395870e+01,-7.266339728232446760e+01,-7.243270971998028074e+01
1.167499999999987104e+01,-7.334498502595494074e+01,-7.263903777688470598e+01,-7.240930508754925654e+01
1.169999999999986962e+01,-7.331759663616473688e+01,-7.261459384366538927e+01,-7.238581581545773247e+01
1.172499999999986819e+01,-7.329012652573749165e+01,-7.259006765993503052e+01,-7.236224410239243809e+01
1.174999999999986677e+01,-7.326257678000239082e+01,-7.256546134334291764e+01,-7.233859208171122646e+01
1.177499999999986535e+01,-7.323494944416326291e+01,-7.254077695668729575e+01,-7.231486182669971186e+01
1.179999999999986393e+01,-7.320724652640400620e+01,-7.251601651228291701e+01,-7.229105535538595007e+01
1.182499999999986251e+01,-7.317947000073300501e+01,-7.249118197596190782e+01,-7.226717463495072025e+01
1.184999999999986109e+01,-7.315162180958755300e+01,-7.246627527073830777e+01,-7.224322158576704567e+01
1.187499999999985967e+01,-7.312370386621775253e+01,-7.244129828016430395e+01,-7.221919808510028815e+01
1.189999999999985825e+01,-7.309571805686753976e+01,-7.241625285140355572e+01,-7.219510597049678324e+01
1.192499999999985683e+01,-7.306766624276906441e+01,-7.239114079804505764e+01,-7.217094704288706453e+01
1.194999999999985540e+01,-7.303955026196540246e+01,-7.236596390267867207e+01,-7.214672306942711089e+01
1.197499999999985398e+01,-7.301137193097517297e+01,-7.234072391925188583e+01,-7.212243578609924555e+01
1.199999999999985256e+01,-7.298313304631167853e+01,-7.231542257522563943e+01,-7.209808690009232635e+01
1.202499999999985114e+01,-7.295483533421359823e+01,-7.229006156387262649e+01,-7.207367808855421742e+01
1.204999999999984972e+01,-7.292648048524522153e+01,-7.226464254378983298e+01,-7.204921099712878174e+01
1.207499999999984830e+01,-7.289807019682264411e+01,-7.223916714759378976e+01,-7.202468724212130269e+01
1.209999999999984688e+01,-7.286960616720402584e+01,-7.221363698834110778e+01,-7.200010841464683153e+01
1.212499999999984546e+01,-7.284109009199659113e+01,-7.218805366329836204e+01,-7.197547608482412329e+01
1.214999999999984404e+01,-7.281252366193734815e+01,-7.216241875621096824e+01,-7.195079180521997841e+01
1.217499999999984261e+01,-7.278390856145487930e+01,-7.213673383876786716e+01,-7.192605711344575070e+01
1.219999999999984119e+01,-7.275524646774670146e+01,-7.211100047160601889e+01,-7.190127353404895416e+01
1.222499999999983977e+01,-7.272653905020702325e+01,-7.208522020503254168e+01,-7.187644257987878404e+01
1.224999999999983835e+01,-7.269778797009402638e+01,-7.205939457956469596e+01,-7.185156575307723870e+01
1.227499999999983693e+01,-7.266899488036017374e+01,-7.203352512634918980e+01,-7.182664454580925906e+01
1.229999999999983551e+01,-7.264016142559198386e+01,-7.200761336749984309e+01,-7.180168044081270295e+01
1.232499999999983409e+01,-7.261128924202127166e+01,-7.198166081637901925e+01,-7.177667491182424442e+01
1.234999999999983267e+01,-7.258237995758126715e+01,-7.195566897783899662e+01,-7.175162942391935417e+01
1.237499999999983125e+01,-7.255343519198872571e+01,-7.192963934843430707e+01,-7.172654543379232450e+01
1.239999999999982983e+01,-7.252445655683885661e+01,-7.190357341661119506e+01,-7.170142438999332057e+01
1.242499999999982840e+01,-7.249544565570393218e+01,-7.187747266287887271e+01,-7.167626773313386934e+01
1.244999999999982698e+01,-7.246640408422928203e+01,-7.185133855996467389e+01,-7.165107689606803376e+01
1.247499999999982556e+01,-7.243733343022242366e+01,-7.182517257295471325e+01,-7.162585330405394757e+01
1.249999999999982414e+01,-7.240823527373251522e+01,-7.179897615942097389e+01,-7.160059837489868073e+01
1.252499999999982272e+01,-7.237911118711855352e+01,-7.177275076953510791e+01,-7.157531351908822614e+01
1.254999999999982130e+01,-7.234996273510519416e+01,-7.174649784616933346e+01,-7.155000013990354546e+01
1.257499999999981988e+01,-7.232079147482582471e+01,-7.172021882498462730e+01,-7.152465963352372569e+01
1.259999999999981846e+01,-7.229159895585291906e+01,-7.169391513450634079e+01,-7.149929338911626076e+01
1.262499999999981704e+01,-7.226238672021575837e+01,-7.166758819618748078e+01,-7.147390278891514015e+01
1.264999999999981561e+01,-7.223315630240593066e+01,-7.164123942445992554e+01,-7.144848920828685834e+01
1.267499999999981419e+01,-7.220390922937124856e+01,-7.161487022677391678e+01,-7.142305401578458657e+01
1.269999999999981277e+01,-7.217464702049845471e+01,-7.158848200362609759e+01,-7.139759857319104697e+01
1.272499999999981135e+01,-7.214537118758563849e+01,-7.156207614857655130e+01,-7.137212423555014595e+01
1.274999999999980993e+01,-7.211608323480474780e+01,-7.153565404825540952e+01,-7.134663235118796365e+01
1.277499999999980851e+01,-7.208678465865513374e+01,-7.150921708235929941e+01,-7.132112426172349728e+01
1.279999999999980709e+01,-7.205747694790856883e+01,-7.148276662363832656e+01,-7.129560130206942858e+01
1.282499999999980567e+01,-7.202816158354663401e+01,-7.145630403787407658e+01,-7.127006480042366832e+01
1.284999999999980425e+01,-7.199884003869092908e+01,-7.142983068384904755e+01,-7.124451607825197641e+01
1.287499999999980282e+01,-7.196951377223129498e+01,-7.140334791212944765e+01,-7.121895644984476803e+01
1.289999999999980140e+01,-7.194018408241467455e+01,-7.137685703657825798e+01,-7.119338721189038210e+01
1.292499999999979998e+01,-7.191085230607198753e+01,-7.135035934670015934e+01,-7.116780963986460051e+01
1.294999999999979856e+01,-7.188151980364328608e+01,-7.132385611957883498e+01,-7.114222499103320274e+01
1.297499999999979714e+01,-7.185218795035768835e+01,-7.129734862620036040e+01,-7.111663450942343445e+01
1.299999999999979572e+01,-7.182285813021763943e+01,-7.127083813441926452e+01,-7.109103943022098804e+01
1.302499999999979430e+01,-7.179353173165671365e+01,-7.124432591022379313e+01,-7.106544098290338241e+01
1.304999999999979288e+01,-7.176421014431679168e+01,-7.121781321811380394e+01,-7.103984039319064436e+01
1.307499999999979146e+01,-7.173489475661395431e+01,-7.119130132099058983e+01,-7.101423888409259177e+01
1.309999999999979003e+01,-7.170558695387482828e+01,-7.116479147977300102e+01,-7.098863767632423105e+01
1.312499999999978861e+01,-7.167628811689129975e+01,-7.113828495286546172e+01,-7.096303798830295761e+01
1.314999999999978719e+01,-7.164699962078537965e+01,-7.111178299555561466e+01,-7.093744103588271344e+01
1.317499999999978577e+01,-7.161772283410576279e+01,-7.108528685938996716e+01,-7.091184803193252151e+01
1.319999999999978435e+01,-7.158845911809909524e+01,-7.105879779155810638e+01,-7.088626018583298105e+01
1.322499999999978293e+01,-7.155920982611401371e+01,-7.103231703430321886e+01,-7.086067870293894089e+01
1.324999999999978151e+01,-7.152997630310700572e+01,-7.100584582436918879e+01,-7.083510478403968591e+01
1.327499999999978009e+01,-7.150075988522715420e+01,-7.097938539248893619e+01,-7.080953962483576447e+01
1.329999999999977867e+01,-7.147156189946258564e+01,-7.095293696291534502e+01,-7.078398441544403852e+01
1.332499999999977724e+01,-7.144238366333567569e+01,-7.092650175299384330e+01,-7.075844033993644189e+01
1.334999999999977582e+01,-7.141322648463726352e+01,-7.090008097277463150e+01,-7.073290857591499048e+01
1.337499999999977440e+01,-7.138409166119232907e+01,-7.087367582466173133e+01,-7.070739029412298748e+01
1.339999999999977298e+01,-7.135498048065144872e+01,-7.084728750309560041e+01,-7.068188665809093152e+01
1.342499999999977156e+01,-7.132589422030339676e+01,-7.082091719426638576e+01,-7.065639882381525183e+01
1.344999999999977014e+01,-7.129683414690556731e+01,-7.079456607585431982e+01,-7.063092793946695735e+01
1.347499999999976872e+01,-7.126780151652934592e+01,-7.076823531679478663e+01,-7.060547514512776957e+01
1.349999999999976730e+01,-7.123879757441822846e+01,-7.074192607706491742e+01,-7.058004157255091116e+01
1.352499999999976588e+01,-7.120982355485696758e+01,-7.071563950748969773e+01,-7.055462834494403523e+01
1.354999999999976446e+01,-7.118088068105029720e+01,-7.068937674956501382e+01,-7.052923657677185076e+01
1.357499999999976303e+01,-7.115197016501004157e+01,-7.066313893529600421e+01,-7.050386737357646894e+01
1.359999999999976161e+01,-7.112309320744981278e+01,-7.063692718704882623e+01,-7.047852183181323937e+01
1.362499999999976019e+01,-7.109425099768628797e+01,-7.061074261741433133e+01,-7.045320103870056982e+01
1.364999999999975877e+01,-7.106544471354669668e+01,-7.058458632908249797e+01,-7.042790607208203824e+01
1.367499999999975735e+01,-7.103667552128173668e+01,-7.055845941472634308e+01,-7.040263800029947561e+01
1.369999999999975593e+01,-7.100794457548371952e+01,-7.053236295689424651e+01,-7.037739788207601066e+01
